"loan_id","tanggal_cair","cabang","agen","amount"
5102,2020-04-22,"AF","AF-2",220000
5103,2020-04-22,"AF","AF-2",380000
5104,2020-04-22,"AF","AF-2",450000
5105,2020-04-22,"AF","AF-2",190000
5106,2020-04-22,"AG","AG-1",400000
5107,2020-04-22,"AG","AG-1",160000
5108,2020-04-22,"AG","AG-1",210000
5109,2020-04-22,"AG","AG-2",220000
5110,2020-04-22,"AG","AG-2",330000
5111,2020-04-22,"AG","AG-2",200000
5112,2020-04-22,"AH","AH-1",240000
5113,2020-04-22,"AH","AH-1",340000
5114,2020-04-22,"AH","AH-1",300000
5115,2020-04-22,"AH","AH-1",320000
5116,2020-04-22,"AH","AH-2",260000
5117,2020-04-22,"AH","AH-2",180000
5118,2020-04-22,"AH","AH-2",200000
5119,2020-04-22,"AH","AH-2",280000
5120,2020-04-22,"AI","AI-1",240000
5121,2020-04-22,"AI","AI-1",250000
5122,2020-04-22,"AI","AI-1",340000
5123,2020-04-22,"AI","AI-1",140000
5124,2020-04-22,"AI","AI-2",470000
5125,2020-04-22,"AI","AI-2",240000
5126,2020-04-22,"AI","AI-2",500000
5127,2020-04-22,"AI","AI-2",220000
5128,2020-04-22,"AJ","AJ-1",330000
5129,2020-04-22,"AJ","AJ-1",360000
5130,2020-04-22,"AJ","AJ-1",300000
5131,2020-04-22,"AJ","AJ-1",140000
5132,2020-04-22,"AJ","AJ-2",440000
5133,2020-04-22,"AJ","AJ-2",110000
5134,2020-04-22,"AJ","AJ-2",350000
5135,2020-04-22,"AJ","AJ-2",510000
5136,2020-04-22,"AK","AK-1",300000
5137,2020-04-22,"AK","AK-1",340000
5138,2020-04-22,"AK","AK-1",420000
5139,2020-04-22,"AK","AK-1",340000
5140,2020-04-22,"AK","AK-2",280000
5141,2020-04-22,"AK","AK-2",70000
5142,2020-04-22,"AK","AK-2",480000
5143,2020-04-22,"AL","AL-1",240000
5144,2020-04-22,"AL","AL-1",260000
5145,2020-04-22,"AL","AL-1",470000
5146,2020-04-22,"AL","AL-1",380000
5147,2020-04-22,"AL","AL-2",420000
5148,2020-04-22,"AL","AL-2",290000
5149,2020-04-22,"AL","AL-2",270000
5150,2020-04-22,"AL","AL-2",410000
5151,2020-04-22,"AM","AM-1",310000
5152,2020-04-22,"AM","AM-1",270000
5153,2020-04-22,"AM","AM-1",410000
5154,2020-04-22,"AM","AM-2",280000
5155,2020-04-22,"AM","AM-2",430000
5156,2020-04-22,"AM","AM-2",200000
5157,2020-04-22,"AN","AN-1",360000
5158,2020-04-22,"AN","AN-1",240000
5159,2020-04-22,"AN","AN-1",250000
5160,2020-04-22,"AO","AO-1",280000
5161,2020-04-22,"AO","AO-1",230000
5162,2020-04-22,"AO","AO-1",270000
5163,2020-04-22,"AO","AO-2",270000
5164,2020-04-22,"AO","AO-2",240000
5165,2020-04-22,"AO","AO-2",310000
5166,2020-04-22,"AP","AP-1",380000
5167,2020-04-22,"AP","AP-1",420000
5168,2020-04-22,"AP","AP-2",240000
5169,2020-04-22,"AP","AP-2",220000
5170,2020-04-22,"AP","AP-2",250000
5171,2020-04-22,"AQ","AQ-1",80000
5172,2020-04-22,"AQ","AQ-1",370000
5173,2020-04-22,"AQ","AQ-1",270000
5174,2020-04-22,"AQ","AQ-1",380000
5175,2020-04-22,"AQ","AQ-2",250000
5176,2020-04-22,"AQ","AQ-2",240000
5177,2020-04-22,"AQ","AQ-2",370000
5178,2020-04-22,"AR","AR-1",380000
5179,2020-04-22,"AR","AR-1",330000
5180,2020-04-23,"AA","AA-1",280000
5181,2020-04-23,"AA","AA-1",300000
5182,2020-04-23,"AA","AA-1",230000
5183,2020-04-23,"AA","AA-1",320000
5184,2020-04-23,"AA","AA-1",400000
5185,2020-04-23,"AA","AA-2",420000
5186,2020-04-23,"AA","AA-2",230000
5187,2020-04-23,"AA","AA-2",380000
5188,2020-04-23,"AA","AA-2",210000
5189,2020-04-23,"AA","AA-3",230000
5190,2020-04-23,"AA","AA-3",430000
5191,2020-04-23,"AA","AA-3",260000
5192,2020-04-23,"AA","AA-3",180000
5193,2020-04-23,"AA","AA-3",310000
5194,2020-04-23,"AB","AB-1",370000
5195,2020-04-23,"AB","AB-1",430000
5196,2020-04-23,"AB","AB-1",280000
5197,2020-04-23,"AB","AB-1",210000
5198,2020-04-23,"AB","AB-1",370000
5199,2020-04-23,"AB","AB-2",300000
5200,2020-04-23,"AB","AB-2",80000
5201,2020-04-23,"AB","AB-2",90000
5202,2020-04-23,"AB","AB-2",320000
5203,2020-04-23,"AB","AB-2",390000
5204,2020-04-23,"AB","AB-3",330000
5205,2020-04-23,"AB","AB-3",190000
5206,2020-04-23,"AB","AB-3",340000
5207,2020-04-23,"AB","AB-3",400000
5208,2020-04-23,"AC","AC-1",420000
5209,2020-04-23,"AC","AC-1",290000
5210,2020-04-23,"AC","AC-1",520000
5211,2020-04-23,"AC","AC-1",240000
5212,2020-04-23,"AC","AC-2",190000
5213,2020-04-23,"AC","AC-2",360000
5214,2020-04-23,"AC","AC-2",220000
5215,2020-04-23,"AC","AC-2",330000
5216,2020-04-23,"AC","AC-3",350000
5217,2020-04-23,"AC","AC-3",350000
5218,2020-04-23,"AC","AC-3",250000
5219,2020-04-23,"AC","AC-3",160000
5220,2020-04-23,"AD","AD-1",450000
5221,2020-04-23,"AD","AD-1",170000
5222,2020-04-23,"AD","AD-1",400000
5223,2020-04-23,"AD","AD-1",250000
5224,2020-04-23,"AD","AD-2",250000
5225,2020-04-23,"AD","AD-2",60000
5226,2020-04-23,"AD","AD-2",230000
5227,2020-04-23,"AD","AD-2",440000
5228,2020-04-23,"AD","AD-2",240000
5229,2020-04-23,"AD","AD-3",290000
5230,2020-04-23,"AD","AD-3",450000
5231,2020-04-23,"AD","AD-3",300000
5232,2020-04-23,"AE","AE-1",370000
5233,2020-04-23,"AE","AE-1",310000
5234,2020-04-23,"AE","AE-1",470000
5235,2020-04-23,"AF","AF-1",400000
5236,2020-04-23,"AF","AF-1",240000
5237,2020-04-23,"AF","AF-1",260000
5238,2020-04-23,"AF","AF-1",200000
5239,2020-04-23,"AF","AF-1",420000
5240,2020-04-23,"AF","AF-2",360000
5241,2020-04-23,"AF","AF-2",230000
5242,2020-04-23,"AF","AF-2",430000
5243,2020-04-23,"AF","AF-2",240000
5244,2020-04-23,"AG","AG-1",300000
5245,2020-04-23,"AG","AG-1",400000
5246,2020-04-23,"AG","AG-1",180000
5247,2020-04-23,"AG","AG-2",320000
5248,2020-04-23,"AG","AG-2",400000
5249,2020-04-23,"AG","AG-2",240000
5250,2020-04-23,"AG","AG-2",270000
5251,2020-04-23,"AH","AH-1",240000
5252,2020-04-23,"AH","AH-1",360000
5253,2020-04-23,"AH","AH-1",310000
5254,2020-04-23,"AH","AH-2",210000
5255,2020-04-23,"AH","AH-2",260000
5256,2020-04-23,"AH","AH-2",280000
5257,2020-04-23,"AH","AH-2",270000
5258,2020-04-23,"AI","AI-1",230000
5259,2020-04-23,"AI","AI-1",350000
5260,2020-04-23,"AI","AI-1",220000
5261,2020-04-23,"AI","AI-2",200000
5262,2020-04-23,"AI","AI-2",320000
5263,2020-04-23,"AI","AI-2",470000
5264,2020-04-23,"AI","AI-2",580000
5265,2020-04-23,"AJ","AJ-1",320000
5266,2020-04-23,"AJ","AJ-1",250000
5267,2020-04-23,"AJ","AJ-1",330000
5268,2020-04-23,"AJ","AJ-1",230000
5269,2020-04-23,"AJ","AJ-2",310000
5270,2020-04-23,"AJ","AJ-2",220000
5271,2020-04-23,"AJ","AJ-2",350000
5272,2020-04-23,"AK","AK-1",310000
5273,2020-04-23,"AK","AK-1",120000
5274,2020-04-23,"AK","AK-1",290000
5275,2020-04-23,"AK","AK-1",450000
5276,2020-04-23,"AK","AK-2",130000
5277,2020-04-23,"AK","AK-2",420000
5278,2020-04-23,"AK","AK-2",120000
5279,2020-04-23,"AL","AL-1",300000
5280,2020-04-23,"AL","AL-1",350000
5281,2020-04-23,"AL","AL-1",420000
5282,2020-04-23,"AL","AL-1",280000
5283,2020-04-23,"AL","AL-2",220000
5284,2020-04-23,"AL","AL-2",280000
5285,2020-04-23,"AL","AL-2",260000
5286,2020-04-23,"AM","AM-1",360000
5287,2020-04-23,"AM","AM-1",560000
5288,2020-04-23,"AM","AM-1",320000
5289,2020-04-23,"AM","AM-2",300000
5290,2020-04-23,"AM","AM-2",280000
5291,2020-04-23,"AM","AM-2",320000
5292,2020-04-23,"AM","AM-2",340000
5293,2020-04-23,"AN","AN-1",500000
5294,2020-04-23,"AN","AN-1",300000
5295,2020-04-23,"AN","AN-2",420000
5296,2020-04-23,"AN","AN-2",360000
5297,2020-04-23,"AN","AN-2",180000
5298,2020-04-23,"AN","AN-2",270000
5299,2020-04-23,"AO","AO-1",200000
5300,2020-04-23,"AO","AO-1",390000
5301,2020-04-23,"AO","AO-1",250000
5302,2020-04-23,"AO","AO-2",350000
5303,2020-04-23,"AO","AO-2",180000
5304,2020-04-23,"AO","AO-2",510000
5305,2020-04-23,"AP","AP-1",330000
5306,2020-04-23,"AP","AP-1",310000
5307,2020-04-23,"AP","AP-1",240000
5308,2020-04-23,"AP","AP-2",180000
5309,2020-04-23,"AP","AP-2",290000
5310,2020-04-23,"AP","AP-2",240000
5311,2020-04-23,"AQ","AQ-1",380000
5312,2020-04-23,"AQ","AQ-1",150000
5313,2020-04-23,"AQ","AQ-1",390000
5314,2020-04-23,"AQ","AQ-2",370000
5315,2020-04-23,"AQ","AQ-2",290000
5316,2020-04-23,"AR","AR-1",250000
5317,2020-04-23,"AR","AR-1",190000
5318,2020-04-23,"AR","AR-1",400000
5319,2020-04-23,"AR","AR-2",650000
5320,2020-04-23,"AR","AR-2",40000
5321,2020-04-23,"AR","AR-2",290000
5322,2020-04-24,"AA","AA-1",330000
5323,2020-04-24,"AA","AA-1",220000
5324,2020-04-24,"AA","AA-1",190000
5325,2020-04-24,"AA","AA-1",90000
5326,2020-04-24,"AA","AA-2",320000
5327,2020-04-24,"AA","AA-2",380000
5328,2020-04-24,"AA","AA-2",280000
5329,2020-04-24,"AA","AA-2",280000
5330,2020-04-24,"AA","AA-3",370000
5331,2020-04-24,"AA","AA-3",220000
5332,2020-04-24,"AA","AA-3",380000
5333,2020-04-24,"AA","AA-3",270000
5334,2020-04-24,"AA","AA-3",550000
5335,2020-04-24,"AB","AB-1",270000
5336,2020-04-24,"AB","AB-1",350000
5337,2020-04-24,"AB","AB-1",350000
5338,2020-04-24,"AB","AB-1",270000
5339,2020-04-24,"AB","AB-1",70000
5340,2020-04-24,"AB","AB-2",280000
5341,2020-04-24,"AB","AB-2",280000
5342,2020-04-24,"AB","AB-2",340000
5343,2020-04-24,"AB","AB-2",360000
5344,2020-04-24,"AB","AB-3",120000
5345,2020-04-24,"AB","AB-3",160000
5346,2020-04-24,"AB","AB-3",390000
5347,2020-04-24,"AB","AB-3",270000
5348,2020-04-24,"AC","AC-1",410000
5349,2020-04-24,"AC","AC-1",70000
5350,2020-04-24,"AC","AC-1",230000
5351,2020-04-24,"AC","AC-1",260000
5352,2020-04-24,"AC","AC-2",330000
5353,2020-04-24,"AC","AC-2",150000
5354,2020-04-24,"AC","AC-2",320000
5355,2020-04-24,"AC","AC-2",330000
5356,2020-04-24,"AC","AC-3",170000
5357,2020-04-24,"AC","AC-3",250000
5358,2020-04-24,"AC","AC-3",380000
5359,2020-04-24,"AC","AC-3",310000
5360,2020-04-24,"AD","AD-1",430000
5361,2020-04-24,"AD","AD-1",250000
5362,2020-04-24,"AD","AD-1",390000
5363,2020-04-24,"AD","AD-2",410000
5364,2020-04-24,"AD","AD-2",390000
5365,2020-04-24,"AD","AD-2",320000
5366,2020-04-24,"AD","AD-2",350000
5367,2020-04-24,"AD","AD-3",250000
5368,2020-04-24,"AD","AD-3",170000
5369,2020-04-24,"AD","AD-3",310000
5370,2020-04-24,"AD","AD-3",390000
5371,2020-04-24,"AE","AE-1",380000
5372,2020-04-24,"AE","AE-1",300000
5373,2020-04-24,"AE","AE-1",330000
5374,2020-04-24,"AE","AE-2",230000
5375,2020-04-24,"AE","AE-2",200000
5376,2020-04-24,"AE","AE-2",170000
5377,2020-04-24,"AE","AE-2",310000
5378,2020-04-24,"AF","AF-1",300000
5379,2020-04-24,"AF","AF-1",400000
5380,2020-04-24,"AF","AF-1",460000
5381,2020-04-24,"AF","AF-2",480000
5382,2020-04-24,"AF","AF-2",280000
5383,2020-04-24,"AF","AF-2",180000
5384,2020-04-24,"AG","AG-1",290000
5385,2020-04-24,"AG","AG-1",240000
5386,2020-04-24,"AG","AG-1",300000
5387,2020-04-24,"AG","AG-2",430000
5388,2020-04-24,"AG","AG-2",490000
5389,2020-04-24,"AG","AG-2",260000
5390,2020-04-24,"AG","AG-2",170000
5391,2020-04-24,"AH","AH-1",250000
5392,2020-04-24,"AH","AH-1",390000
5393,2020-04-24,"AH","AH-1",140000
5394,2020-04-24,"AH","AH-1",250000
5395,2020-04-24,"AH","AH-2",210000
5396,2020-04-24,"AH","AH-2",400000
5397,2020-04-24,"AH","AH-2",530000
5398,2020-04-24,"AI","AI-1",440000
5399,2020-04-24,"AI","AI-1",260000
5400,2020-04-24,"AI","AI-1",410000
5401,2020-04-24,"AI","AI-2",290000
5402,2020-04-24,"AI","AI-2",380000
5403,2020-04-24,"AI","AI-2",160000
5404,2020-04-24,"AI","AI-2",420000
5405,2020-04-24,"AJ","AJ-1",180000
5406,2020-04-24,"AJ","AJ-1",230000
5407,2020-04-24,"AJ","AJ-1",420000
5408,2020-04-24,"AJ","AJ-2",200000
5409,2020-04-24,"AJ","AJ-2",260000
5410,2020-04-24,"AJ","AJ-2",300000
5411,2020-04-24,"AJ","AJ-2",350000
5412,2020-04-24,"AK","AK-1",240000
5413,2020-04-24,"AK","AK-1",390000
5414,2020-04-24,"AK","AK-1",320000
5415,2020-04-24,"AK","AK-1",250000
5416,2020-04-24,"AK","AK-2",310000
5417,2020-04-24,"AK","AK-2",250000
5418,2020-04-24,"AK","AK-2",220000
5419,2020-04-24,"AL","AL-1",130000
5420,2020-04-24,"AL","AL-1",310000
5421,2020-04-24,"AL","AL-1",320000
5422,2020-04-24,"AL","AL-2",390000
5423,2020-04-24,"AL","AL-2",250000
5424,2020-04-24,"AL","AL-2",260000
5425,2020-04-24,"AM","AM-1",340000
5426,2020-04-24,"AM","AM-1",310000
5427,2020-04-24,"AM","AM-1",210000
5428,2020-04-24,"AM","AM-2",300000
5429,2020-04-24,"AM","AM-2",390000
5430,2020-04-24,"AM","AM-2",400000
5431,2020-04-24,"AM","AM-2",300000
5432,2020-04-24,"AN","AN-1",350000
5433,2020-04-24,"AN","AN-1",210000
5434,2020-04-24,"AN","AN-1",280000
5435,2020-04-24,"AN","AN-2",240000
5436,2020-04-24,"AN","AN-2",290000
5437,2020-04-24,"AN","AN-2",360000
5438,2020-04-24,"AO","AO-1",230000
5439,2020-04-24,"AO","AO-1",240000
5440,2020-04-24,"AO","AO-1",230000
5441,2020-04-24,"AO","AO-1",140000
5442,2020-04-24,"AO","AO-2",80000
5443,2020-04-24,"AO","AO-2",80000
5444,2020-04-24,"AO","AO-2",350000
5445,2020-04-24,"AP","AP-1",280000
5446,2020-04-24,"AP","AP-1",340000
5447,2020-04-24,"AP","AP-1",380000
5448,2020-04-24,"AP","AP-2",80000
5449,2020-04-24,"AP","AP-2",470000
5450,2020-04-24,"AP","AP-2",90000
5451,2020-04-24,"AQ","AQ-1",150000
5452,2020-04-24,"AQ","AQ-1",440000
5453,2020-04-24,"AQ","AQ-1",320000
5454,2020-04-24,"AR","AR-1",350000
5455,2020-04-24,"AR","AR-1",210000
5456,2020-04-24,"AR","AR-1",350000
5457,2020-04-24,"AR","AR-1",260000
5458,2020-04-24,"AR","AR-2",320000
5459,2020-04-24,"AR","AR-2",290000
5460,2020-04-24,"AR","AR-2",60000
5461,2020-04-27,"AA","AA-1",190000
5462,2020-04-27,"AA","AA-1",250000
5463,2020-04-27,"AA","AA-1",330000
5464,2020-04-27,"AA","AA-2",480000
5465,2020-04-27,"AA","AA-2",270000
5466,2020-04-27,"AA","AA-2",410000
5467,2020-04-27,"AA","AA-2",190000
5468,2020-04-27,"AA","AA-3",260000
5469,2020-04-27,"AA","AA-3",250000
5470,2020-04-27,"AA","AA-3",130000
5471,2020-04-27,"AA","AA-3",150000
5472,2020-04-27,"AB","AB-1",450000
5473,2020-04-27,"AB","AB-1",240000
5474,2020-04-27,"AB","AB-1",190000
5475,2020-04-27,"AB","AB-1",470000
5476,2020-04-27,"AB","AB-2",300000
5477,2020-04-27,"AB","AB-2",360000
5478,2020-04-27,"AB","AB-2",180000
5479,2020-04-27,"AB","AB-2",300000
5480,2020-04-27,"AB","AB-3",290000
5481,2020-04-27,"AB","AB-3",320000
5482,2020-04-27,"AB","AB-3",270000
5483,2020-04-27,"AB","AB-3",240000
5484,2020-04-27,"AC","AC-1",340000
5485,2020-04-27,"AC","AC-1",170000
5486,2020-04-27,"AC","AC-1",210000
5487,2020-04-27,"AC","AC-2",350000
5488,2020-04-27,"AC","AC-2",350000
5489,2020-04-27,"AC","AC-2",200000
5490,2020-04-27,"AC","AC-2",380000
5491,2020-04-27,"AC","AC-3",480000
5492,2020-04-27,"AC","AC-3",480000
5493,2020-04-27,"AC","AC-3",360000
5494,2020-04-27,"AC","AC-3",50000
5495,2020-04-27,"AD","AD-1",300000
5496,2020-04-27,"AD","AD-1",190000
5497,2020-04-27,"AD","AD-1",250000
5498,2020-04-27,"AD","AD-1",280000
5499,2020-04-27,"AD","AD-2",220000
5500,2020-04-27,"AD","AD-2",240000
5501,2020-04-27,"AD","AD-2",390000
5502,2020-04-27,"AD","AD-2",270000
5503,2020-04-27,"AD","AD-3",240000
5504,2020-04-27,"AD","AD-3",240000
5505,2020-04-27,"AD","AD-3",430000
5506,2020-04-27,"AD","AD-3",180000
5507,2020-04-27,"AE","AE-1",480000
5508,2020-04-27,"AE","AE-1",70000
5509,2020-04-27,"AE","AE-1",290000
5510,2020-04-27,"AE","AE-1",340000
5511,2020-04-27,"AE","AE-2",380000
5512,2020-04-27,"AE","AE-2",250000
5513,2020-04-27,"AE","AE-2",420000
5514,2020-04-27,"AF","AF-1",390000
5515,2020-04-27,"AF","AF-1",440000
5516,2020-04-27,"AF","AF-1",220000
5517,2020-04-27,"AF","AF-2",330000
5518,2020-04-27,"AF","AF-2",390000
5519,2020-04-27,"AF","AF-2",340000
5520,2020-04-27,"AG","AG-1",190000
5521,2020-04-27,"AG","AG-1",200000
5522,2020-04-27,"AG","AG-1",220000
5523,2020-04-27,"AG","AG-2",430000
5524,2020-04-27,"AG","AG-2",460000
5525,2020-04-27,"AG","AG-2",160000
5526,2020-04-27,"AH","AH-1",250000
5527,2020-04-27,"AH","AH-1",410000
5528,2020-04-27,"AH","AH-1",350000
5529,2020-04-27,"AH","AH-2",100000
5530,2020-04-27,"AH","AH-2",440000
5531,2020-04-27,"AH","AH-2",430000
5532,2020-04-27,"AH","AH-2",520000
5533,2020-04-27,"AI","AI-1",280000
5534,2020-04-27,"AI","AI-1",480000
5535,2020-04-27,"AI","AI-1",460000
5536,2020-04-27,"AI","AI-1",200000
5537,2020-04-27,"AI","AI-2",510000
5538,2020-04-27,"AI","AI-2",280000
5539,2020-04-27,"AI","AI-2",180000
5540,2020-04-27,"AJ","AJ-1",380000
5541,2020-04-27,"AJ","AJ-1",230000
5542,2020-04-27,"AJ","AJ-1",470000
5543,2020-04-27,"AJ","AJ-2",430000
5544,2020-04-27,"AJ","AJ-2",590000
5545,2020-04-27,"AJ","AJ-2",310000
5546,2020-04-27,"AJ","AJ-2",160000
5547,2020-04-27,"AK","AK-1",380000
5548,2020-04-27,"AK","AK-1",290000
5549,2020-04-27,"AK","AK-1",230000
5550,2020-04-27,"AK","AK-1",290000
5551,2020-04-27,"AK","AK-2",70000
5552,2020-04-27,"AK","AK-2",330000
5553,2020-04-27,"AK","AK-2",330000
5554,2020-04-27,"AL","AL-1",250000
5555,2020-04-27,"AL","AL-1",140000
5556,2020-04-27,"AL","AL-1",90000
5557,2020-04-27,"AL","AL-1",390000
5558,2020-04-27,"AL","AL-2",320000
5559,2020-04-27,"AL","AL-2",310000
5560,2020-04-27,"AL","AL-2",330000
5561,2020-04-27,"AL","AL-2",190000
5562,2020-04-27,"AM","AM-1",230000
5563,2020-04-27,"AM","AM-1",430000
5564,2020-04-27,"AM","AM-1",380000
5565,2020-04-27,"AM","AM-1",440000
5566,2020-04-27,"AM","AM-2",160000
5567,2020-04-27,"AM","AM-2",170000
5568,2020-04-27,"AM","AM-2",180000
5569,2020-04-27,"AM","AM-2",120000
5570,2020-04-27,"AN","AN-1",320000
5571,2020-04-27,"AN","AN-1",230000
5572,2020-04-27,"AN","AN-1",240000
5573,2020-04-27,"AN","AN-2",370000
5574,2020-04-27,"AN","AN-2",270000
5575,2020-04-27,"AN","AN-2",450000
5576,2020-04-27,"AO","AO-1",250000
5577,2020-04-27,"AO","AO-1",230000
5578,2020-04-27,"AO","AO-1",360000
5579,2020-04-27,"AP","AP-1",350000
5580,2020-04-27,"AP","AP-1",320000
5581,2020-04-27,"AP","AP-1",160000
5582,2020-04-27,"AP","AP-2",270000
5583,2020-04-27,"AP","AP-2",320000
5584,2020-04-27,"AP","AP-2",360000
5585,2020-04-27,"AQ","AQ-1",250000
5586,2020-04-27,"AQ","AQ-1",470000
5587,2020-04-27,"AQ","AQ-1",400000
5588,2020-04-27,"AQ","AQ-2",180000
5589,2020-04-27,"AQ","AQ-2",290000
5590,2020-04-27,"AQ","AQ-2",200000
5591,2020-04-27,"AQ","AQ-2",400000
5592,2020-04-27,"AR","AR-1",380000
5593,2020-04-27,"AR","AR-1",370000
5594,2020-04-27,"AR","AR-1",160000
5595,2020-04-27,"AR","AR-2",180000
5596,2020-04-27,"AR","AR-2",330000
5597,2020-04-27,"AR","AR-2",320000
5598,2020-04-28,"AA","AA-1",280000
5599,2020-04-28,"AA","AA-1",260000
5600,2020-04-28,"AA","AA-1",230000
5601,2020-04-28,"AA","AA-1",310000
5602,2020-04-28,"AA","AA-2",300000
5603,2020-04-28,"AA","AA-2",240000
5604,2020-04-28,"AA","AA-2",320000
5605,2020-04-28,"AA","AA-2",420000
5606,2020-04-28,"AA","AA-3",350000
5607,2020-04-28,"AA","AA-3",430000
5608,2020-04-28,"AA","AA-3",380000
5609,2020-04-28,"AA","AA-3",290000
5610,2020-04-28,"AB","AB-1",300000
5611,2020-04-28,"AB","AB-1",420000
5612,2020-04-28,"AB","AB-1",300000
5613,2020-04-28,"AB","AB-1",260000
5614,2020-04-28,"AB","AB-2",170000
5615,2020-04-28,"AB","AB-2",220000
5616,2020-04-28,"AB","AB-2",160000
5617,2020-04-28,"AB","AB-2",210000
5618,2020-04-28,"AB","AB-3",220000
5619,2020-04-28,"AB","AB-3",210000
5620,2020-04-28,"AB","AB-3",220000
5621,2020-04-28,"AB","AB-3",370000
5622,2020-04-28,"AC","AC-1",140000
5623,2020-04-28,"AC","AC-1",320000
5624,2020-04-28,"AC","AC-1",340000
5625,2020-04-28,"AC","AC-1",470000
5626,2020-04-28,"AC","AC-2",320000
5627,2020-04-28,"AC","AC-2",350000
5628,2020-04-28,"AC","AC-2",310000
5629,2020-04-28,"AC","AC-2",360000
5630,2020-04-28,"AC","AC-2",400000
5631,2020-04-28,"AD","AD-1",230000
5632,2020-04-28,"AD","AD-1",270000
5633,2020-04-28,"AD","AD-1",380000
5634,2020-04-28,"AD","AD-1",330000
5635,2020-04-28,"AD","AD-2",490000
5636,2020-04-28,"AD","AD-2",200000
5637,2020-04-28,"AD","AD-2",460000
5638,2020-04-28,"AD","AD-2",150000
5639,2020-04-28,"AE","AE-1",240000
5640,2020-04-28,"AE","AE-1",270000
5641,2020-04-28,"AE","AE-1",270000
5642,2020-04-28,"AE","AE-1",430000
5643,2020-04-28,"AE","AE-2",170000
5644,2020-04-28,"AE","AE-2",340000
5645,2020-04-28,"AE","AE-2",370000
5646,2020-04-28,"AF","AF-1",480000
5647,2020-04-28,"AF","AF-1",80000
5648,2020-04-28,"AF","AF-1",390000
5649,2020-04-28,"AF","AF-2",340000
5650,2020-04-28,"AF","AF-2",90000
5651,2020-04-28,"AF","AF-2",250000
5652,2020-04-28,"AF","AF-2",260000
5653,2020-04-28,"AG","AG-1",320000
5654,2020-04-28,"AG","AG-1",280000
5655,2020-04-28,"AG","AG-1",400000
5656,2020-04-28,"AG","AG-1",200000
5657,2020-04-28,"AG","AG-2",230000
5658,2020-04-28,"AG","AG-2",370000
5659,2020-04-28,"AG","AG-2",310000
5660,2020-04-28,"AG","AG-2",320000
5661,2020-04-28,"AH","AH-1",180000
5662,2020-04-28,"AH","AH-1",400000
5663,2020-04-28,"AH","AH-1",520000
5664,2020-04-28,"AH","AH-2",270000
5665,2020-04-28,"AH","AH-2",490000
5666,2020-04-28,"AH","AH-2",200000
5667,2020-04-28,"AI","AI-1",300000
5668,2020-04-28,"AI","AI-1",230000
5669,2020-04-28,"AI","AI-1",260000
5670,2020-04-28,"AI","AI-2",460000
5671,2020-04-28,"AI","AI-2",360000
5672,2020-04-28,"AI","AI-2",140000
5673,2020-04-28,"AJ","AJ-1",310000
5674,2020-04-28,"AJ","AJ-1",390000
5675,2020-04-28,"AJ","AJ-1",290000
5676,2020-04-28,"AJ","AJ-2",150000
5677,2020-04-28,"AJ","AJ-2",360000
5678,2020-04-28,"AJ","AJ-2",330000
5679,2020-04-28,"AJ","AJ-2",300000
5680,2020-04-28,"AK","AK-1",420000
5681,2020-04-28,"AK","AK-1",190000
5682,2020-04-28,"AK","AK-1",310000
5683,2020-04-28,"AK","AK-2",130000
5684,2020-04-28,"AK","AK-2",260000
5685,2020-04-28,"AK","AK-2",130000
5686,2020-04-28,"AK","AK-2",350000
5687,2020-04-28,"AL","AL-1",230000
5688,2020-04-28,"AL","AL-1",210000
5689,2020-04-28,"AL","AL-1",290000
5690,2020-04-28,"AL","AL-1",310000
5691,2020-04-28,"AL","AL-2",490000
5692,2020-04-28,"AL","AL-2",420000
5693,2020-04-28,"AL","AL-2",370000
5694,2020-04-28,"AM","AM-1",290000
5695,2020-04-28,"AM","AM-1",280000
5696,2020-04-28,"AM","AM-1",100000
5697,2020-04-28,"AM","AM-2",330000
5698,2020-04-28,"AM","AM-2",230000
5699,2020-04-28,"AM","AM-2",110000
5700,2020-04-28,"AM","AM-2",-20000
5701,2020-04-28,"AN","AN-1",360000
5702,2020-04-28,"AN","AN-1",150000
5703,2020-04-28,"AN","AN-1",230000
5704,2020-04-28,"AN","AN-1",460000
5705,2020-04-28,"AN","AN-2",330000
5706,2020-04-28,"AN","AN-2",230000
5707,2020-04-28,"AN","AN-2",250000
5708,2020-04-28,"AO","AO-1",280000
5709,2020-04-28,"AO","AO-1",450000
5710,2020-04-28,"AO","AO-1",290000
5711,2020-04-28,"AO","AO-2",410000
5712,2020-04-28,"AO","AO-2",260000
5713,2020-04-28,"AO","AO-2",270000
5714,2020-04-28,"AP","AP-1",180000
5715,2020-04-28,"AP","AP-1",410000
5716,2020-04-28,"AP","AP-1",340000
5717,2020-04-28,"AP","AP-2",110000
5718,2020-04-28,"AP","AP-2",270000
5719,2020-04-28,"AP","AP-2",290000
5720,2020-04-28,"AQ","AQ-1",160000
5721,2020-04-28,"AQ","AQ-1",300000
5722,2020-04-28,"AQ","AQ-2",340000
5723,2020-04-28,"AQ","AQ-2",260000
5724,2020-04-28,"AQ","AQ-2",150000
5725,2020-04-28,"AR","AR-1",270000
5726,2020-04-28,"AR","AR-1",230000
5727,2020-04-28,"AR","AR-1",220000
5728,2020-04-28,"AR","AR-2",210000
5729,2020-04-28,"AR","AR-2",190000
5730,2020-04-28,"AR","AR-2",200000
